Brand,Model,Color,Fuel,Kilometers,Trasmission,Price,Gov,Car Age,Kilometers Group
31.0,18.0,5.0,0.0,11.0,2.0,120.0,48.0,26.0,10.0
11.0,476.0,2.0,0.0,1.0,0.0,1775.0,95.0,4.0,0.0
4.0,262.0,15.0,0.0,0.0,0.0,110.0,19.0,28.0,0.0
5.0,487.0,9.0,0.0,23.0,0.0,450.0,100.0,8.0,20.0
12.0,154.0,9.0,0.0,1.0,2.0,360.0,19.0,0.0,0.0
3.0,99.0,23.0,0.0,18.0,0.0,250.0,79.0,25.0,15.0
9.0,702.0,1.0,0.0,6.0,0.0,465.0,19.0,1.0,5.0
2.0,736.0,1.0,0.0,1.0,0.0,700.0,22.0,2.0,0.0
0.0,770.0,15.0,0.0,20.0,2.0,160.0,19.0,12.0,20.0
32.0,620.0,1.0,0.0,13.0,0.0,875.0,19.0,16.0,10.0
33.0,398.0,1.0,0.0,27.0,2.0,290.0,8.0,4.0,25.0
0.0,142.0,16.0,1.0,18.0,0.0,320.0,94.0,11.0,15.0
0.0,326.0,22.0,0.0,1.0,0.0,630.0,19.0,1.0,0.0
25.0,503.0,0.0,0.0,20.0,0.0,230.0,19.0,10.0,20.0
34.0,255.0,9.0,0.0,0.0,0.0,980.0,19.0,1.0,0.0
25.0,471.0,19.0,0.0,8.0,0.0,760.0,8.0,4.0,5.0
4.0,447.0,25.0,0.0,16.0,0.0,570.0,75.0,7.0,15.0
1.0,163.0,5.0,0.0,8.0,0.0,345.0,75.0,6.0,5.0
9.0,702.0,2.0,0.0,3.0,0.0,470.0,75.0,1.0,0.0
0.0,751.0,9.0,0.0,1.0,0.0,1500.0,8.0,1.0,0.0
24.0,259.0,1.0,0.0,2.0,0.0,860.0,38.0,3.0,0.0
15.0,561.0,1.0,0.0,35.0,2.0,130.0,56.0,23.0,35.0
9.0,613.0,20.0,0.0,8.0,0.0,770.0,75.0,5.0,5.0
0.0,770.0,1.0,0.0,17.0,2.0,201.0,16.0,13.0,15.0
8.0,822.0,1.0,0.0,6.0,0.0,650.0,75.0,2.0,5.0
2.0,680.0,17.0,0.0,0.0,2.0,60.0,64.0,28.0,0.0
9.0,702.0,5.0,0.0,8.0,0.0,350.0,0.0,9.0,5.0
9.0,702.0,0.0,0.0,4.0,0.0,395.0,75.0,3.0,0.0
27.0,798.0,15.0,0.0,3.0,0.0,780.0,19.0,2.0,0.0
25.0,503.0,6.0,0.0,14.0,2.0,185.0,30.0,8.0,10.0
29.0,634.0,0.0,0.0,11.0,0.0,650.0,47.0,7.0,10.0
0.0,770.0,9.0,0.0,15.0,2.0,125.0,46.0,11.0,15.0
15.0,561.0,1.0,0.0,14.0,0.0,190.0,75.0,24.0,10.0
14.0,466.0,2.0,0.0,14.0,0.0,450.0,46.0,7.0,10.0
0.0,326.0,0.0,0.0,11.0,0.0,80.0,19.0,6.0,10.0
14.0,466.0,9.0,0.0,12.0,0.0,425.0,12.0,8.0,10.0
5.0,488.0,1.0,0.0,25.0,0.0,275.0,91.0,17.0,25.0
4.0,155.0,0.0,0.0,15.0,0.0,325.0,75.0,15.0,15.0
2.0,682.0,0.0,0.0,23.0,2.0,60.0,8.0,22.0,20.0
33.0,399.0,17.0,0.0,18.0,2.0,100.0,19.0,11.0,15.0
24.0,259.0,9.0,0.0,2.0,0.0,865.0,19.0,3.0,0.0
11.0,355.0,5.0,0.0,8.0,2.0,85.0,100.0,27.0,5.0
19.0,583.0,0.0,0.0,19.0,0.0,550.0,19.0,11.0,15.0
6.0,291.0,0.0,0.0,30.0,0.0,450.0,62.0,17.0,30.0
22.0,243.0,20.0,0.0,8.0,0.0,425.0,75.0,7.0,5.0
6.0,192.0,1.0,0.0,22.0,0.0,465.0,100.0,20.0,20.0
29.0,498.0,5.0,0.0,17.0,0.0,320.0,19.0,19.0,15.0
1.0,571.0,5.0,0.0,17.0,0.0,315.0,19.0,6.0,15.0
28.0,96.0,9.0,0.0,0.0,0.0,440.0,64.0,10.0,0.0
35.0,392.0,1.0,0.0,20.0,0.0,230.0,1.0,16.0,20.0
9.0,678.0,0.0,0.0,10.0,0.0,540.0,62.0,4.0,10.0
1.0,571.0,22.0,0.0,3.0,0.0,460.0,75.0,1.0,0.0
15.0,490.0,16.0,0.0,13.0,2.0,160.0,15.0,18.0,10.0
14.0,690.0,1.0,0.0,4.0,0.0,1500.0,19.0,3.0,0.0
11.0,353.0,4.0,0.0,13.0,0.0,420.0,79.0,12.0,10.0
36.0,676.0,0.0,1.0,22.0,0.0,200.0,1.0,12.0,20.0
9.0,702.0,21.0,0.0,15.0,2.0,260.0,74.0,13.0,15.0
2.0,601.0,0.0,0.0,25.0,2.0,200.0,19.0,13.0,25.0
0.0,340.0,17.0,0.0,0.0,2.0,63.0,35.0,29.0,0.0
19.0,734.0,15.0,0.0,9.0,2.0,470.0,62.0,13.0,5.0
5.0,488.0,19.0,0.0,15.0,2.0,235.0,56.0,14.0,15.0
37.0,274.0,9.0,1.0,2.0,2.0,475.0,32.0,8.0,0.0
6.0,377.0,1.0,0.0,2.0,0.0,1850.0,62.0,3.0,0.0
0.0,323.0,5.0,0.0,10.0,0.0,600.0,87.0,4.0,10.0
1.0,273.0,1.0,0.0,14.0,0.0,220.0,47.0,14.0,10.0
2.0,636.0,11.0,0.0,0.0,0.0,33.0,1.0,40.0,0.0
29.0,782.0,1.0,0.0,20.0,0.0,800.0,79.0,11.0,20.0
11.0,565.0,11.0,0.0,10.0,0.0,720.0,45.0,7.0,10.0
10.0,57.0,0.0,0.0,9.0,0.0,450.0,19.0,6.0,5.0
15.0,561.0,17.0,0.0,22.0,2.0,150.0,8.0,17.0,20.0
2.0,13.0,9.0,0.0,0.0,2.0,25.0,8.0,35.0,0.0
4.0,155.0,0.0,0.0,20.0,0.0,125.0,49.0,23.0,20.0
6.0,188.0,15.0,0.0,20.0,0.0,600.0,62.0,14.0,20.0
14.0,236.0,0.0,0.0,20.0,0.0,370.0,73.0,10.0,20.0
22.0,526.0,19.0,0.0,5.0,2.0,69.0,30.0,16.0,5.0
10.0,120.0,14.0,0.0,0.0,2.0,65.0,21.0,41.0,0.0
14.0,409.0,1.0,0.0,1.0,0.0,800.0,14.0,1.0,0.0
2.0,736.0,9.0,0.0,2.0,0.0,725.0,102.0,1.0,0.0
0.0,431.0,5.0,0.0,7.0,2.0,275.0,8.0,12.0,5.0
1.0,163.0,1.0,0.0,16.0,2.0,150.0,81.0,13.0,15.0
28.0,59.0,0.0,0.0,10.0,0.0,450.0,75.0,8.0,10.0
15.0,560.0,26.0,0.0,12.0,0.0,125.0,41.0,26.0,10.0
38.0,744.0,9.0,1.0,25.0,2.0,710.0,73.0,4.0,25.0
19.0,593.0,5.0,0.0,20.0,2.0,90.0,75.0,19.0,20.0
28.0,59.0,1.0,0.0,4.0,0.0,950.0,19.0,4.0,0.0
14.0,590.0,1.0,0.0,6.0,0.0,385.0,32.0,7.0,5.0
13.0,417.0,5.0,0.0,0.0,2.0,290.0,85.0,1.0,0.0
25.0,503.0,0.0,0.0,27.0,2.0,165.0,72.0,13.0,25.0
1.0,592.0,4.0,0.0,0.0,2.0,120.0,19.0,28.0,0.0
1.0,571.0,22.0,0.0,27.0,0.0,260.0,46.0,13.0,25.0
6.0,28.0,0.0,0.0,0.0,0.0,3600.0,19.0,1.0,0.0
26.0,481.0,0.0,0.0,14.0,2.0,183.0,19.0,6.0,10.0
5.0,488.0,19.0,0.0,19.0,0.0,330.0,22.0,16.0,15.0
14.0,696.0,1.0,0.0,3.0,0.0,1100.0,19.0,3.0,0.0
9.0,702.0,1.0,0.0,16.0,0.0,300.0,19.0,4.0,15.0
22.0,526.0,5.0,0.0,6.0,2.0,82.0,52.0,16.0,5.0
0.0,160.0,1.0,0.0,19.0,0.0,390.0,95.0,16.0,15.0
38.0,479.0,17.0,0.0,13.0,0.0,850.0,22.0,5.0,10.0
2.0,16.0,1.0,0.0,0.0,2.0,27.0,102.0,47.0,0.0
25.0,570.0,9.0,0.0,20.0,2.0,65.0,42.0,26.0,20.0
9.0,702.0,5.0,0.0,18.0,0.0,335.0,16.0,8.0,15.0
24.0,259.0,9.0,0.0,18.0,0.0,420.0,32.0,14.0,15.0
14.0,235.0,0.0,0.0,22.0,0.0,410.0,19.0,8.0,20.0
13.0,37.0,6.0,0.0,5.0,0.0,84.0,8.0,14.0,5.0
1.0,490.0,5.0,0.0,0.0,2.0,180.0,56.0,10.0,0.0
9.0,735.0,22.0,0.0,23.0,0.0,220.0,70.0,16.0,20.0
11.0,355.0,23.0,0.0,40.0,2.0,55.0,73.0,26.0,40.0
22.0,706.0,22.0,0.0,1.0,0.0,420.0,78.0,1.0,0.0
6.0,295.0,0.0,0.0,16.0,0.0,840.0,47.0,15.0,15.0
0.0,326.0,2.0,0.0,14.0,0.0,400.0,96.0,4.0,10.0
5.0,487.0,0.0,0.0,8.0,0.0,450.0,47.0,8.0,5.0
13.0,667.0,9.0,0.0,15.0,2.0,35.0,5.0,32.0,15.0
0.0,749.0,5.0,0.0,6.0,0.0,900.0,62.0,4.0,5.0
35.0,778.0,0.0,0.0,19.0,0.0,195.0,24.0,13.0,15.0
25.0,471.0,9.0,0.0,9.0,0.0,725.0,49.0,5.0,5.0
8.0,104.0,5.0,0.0,1.0,0.0,790.0,62.0,1.0,0.0
8.0,87.0,19.0,0.0,5.0,0.0,550.0,62.0,2.0,5.0
2.0,12.0,4.0,0.0,0.0,2.0,35.0,19.0,40.0,0.0
2.0,13.0,9.0,0.0,0.0,2.0,27.0,10.0,36.0,0.0
0.0,420.0,9.0,0.0,18.0,0.0,350.0,46.0,9.0,15.0
25.0,503.0,11.0,0.0,9.0,0.0,380.0,22.0,4.0,5.0
1.0,571.0,1.0,0.0,1.0,0.0,470.0,7.0,0.0,0.0
1.0,273.0,1.0,0.0,30.0,0.0,250.0,46.0,13.0,30.0
28.0,32.0,9.0,0.0,15.0,2.0,140.0,47.0,14.0,15.0
0.0,324.0,23.0,0.0,4.0,0.0,730.0,102.0,1.0,0.0
17.0,442.0,15.0,0.0,3.0,0.0,850.0,72.0,1.0,0.0
32.0,278.0,0.0,0.0,16.0,0.0,380.0,30.0,10.0,15.0
19.0,183.0,25.0,0.0,0.0,2.0,100.0,19.0,22.0,0.0
11.0,354.0,5.0,0.0,0.0,2.0,45.0,81.0,29.0,0.0
5.0,487.0,1.0,0.0,12.0,0.0,430.0,10.0,7.0,10.0
14.0,810.0,1.0,0.0,0.0,0.0,1100.0,75.0,1.0,0.0
14.0,691.0,13.0,0.0,8.0,0.0,445.0,42.0,12.0,5.0
13.0,417.0,5.0,0.0,24.0,2.0,200.0,1.0,4.0,20.0
9.0,702.0,13.0,0.0,5.0,0.0,350.0,7.0,10.0,5.0
25.0,669.0,15.0,0.0,4.0,0.0,450.0,8.0,2.0,0.0
1.0,163.0,15.0,0.0,17.0,0.0,300.0,48.0,7.0,15.0
39.0,512.0,9.0,0.0,6.0,2.0,290.0,87.0,3.0,5.0
6.0,28.0,15.0,0.0,15.0,2.0,90.0,46.0,40.0,15.0
25.0,668.0,1.0,0.0,7.0,2.0,210.0,8.0,11.0,5.0
26.0,346.0,9.0,0.0,6.0,2.0,285.0,24.0,2.0,5.0
35.0,778.0,0.0,0.0,23.0,2.0,120.0,62.0,17.0,20.0
0.0,324.0,5.0,0.0,1.0,0.0,850.0,56.0,2.0,0.0
24.0,259.0,6.0,0.0,6.0,0.0,880.0,19.0,3.0,5.0
2.0,680.0,17.0,0.0,14.0,2.0,55.0,97.0,28.0,10.0
0.0,529.0,1.0,0.0,19.0,0.0,300.0,56.0,20.0,15.0
9.0,463.0,21.0,0.0,13.0,0.0,470.0,102.0,10.0,10.0
0.0,324.0,22.0,0.0,4.0,0.0,850.0,47.0,2.0,0.0
2.0,13.0,9.0,0.0,0.0,2.0,30.0,56.0,32.0,0.0
1.0,571.0,1.0,0.0,12.0,0.0,265.0,30.0,8.0,10.0
34.0,328.0,9.0,0.0,26.0,2.0,158.0,6.0,9.0,25.0
29.0,241.0,1.0,0.0,34.0,2.0,220.0,85.0,22.0,30.0
25.0,288.0,19.0,0.0,0.0,0.0,875.0,100.0,1.0,0.0
12.0,154.0,15.0,0.0,2.0,0.0,385.0,8.0,1.0,0.0
2.0,736.0,2.0,0.0,2.0,0.0,650.0,100.0,2.0,0.0
1.0,490.0,17.0,0.0,6.0,2.0,135.0,50.0,5.0,5.0
12.0,730.0,2.0,0.0,1.0,0.0,725.0,100.0,1.0,0.0
14.0,235.0,17.0,0.0,6.0,0.0,690.0,83.0,5.0,5.0
17.0,442.0,9.0,0.0,1.0,0.0,860.0,91.0,1.0,0.0
14.0,228.0,0.0,0.0,21.0,0.0,380.0,87.0,12.0,20.0
0.0,770.0,9.0,0.0,40.0,2.0,145.0,30.0,9.0,40.0
5.0,488.0,15.0,0.0,0.0,0.0,270.0,46.0,16.0,0.0
9.0,702.0,1.0,0.0,6.0,0.0,450.0,87.0,2.0,5.0
24.0,259.0,13.0,0.0,2.0,0.0,840.0,99.0,2.0,0.0
5.0,488.0,2.0,0.0,7.0,2.0,350.0,102.0,14.0,5.0
24.0,259.0,2.0,0.0,1.0,0.0,900.0,105.0,1.0,0.0
35.0,392.0,19.0,0.0,30.0,2.0,165.0,19.0,16.0,30.0
1.0,571.0,21.0,0.0,7.0,0.0,440.0,1.0,2.0,5.0
40.0,773.0,0.0,0.0,10.0,2.0,100.0,63.0,12.0,10.0
2.0,13.0,13.0,0.0,0.0,2.0,38.0,99.0,41.0,0.0
0.0,770.0,14.0,0.0,3.0,0.0,350.0,41.0,8.0,0.0
0.0,327.0,0.0,0.0,11.0,0.0,538.0,78.0,7.0,10.0
11.0,564.0,5.0,0.0,15.0,0.0,360.0,46.0,17.0,15.0
19.0,403.0,9.0,0.0,0.0,2.0,60.0,5.0,34.0,0.0
9.0,702.0,14.0,0.0,6.0,0.0,190.0,30.0,7.0,5.0
22.0,243.0,1.0,0.0,6.0,0.0,600.0,46.0,2.0,5.0
0.0,770.0,5.0,0.0,14.0,2.0,175.0,15.0,13.0,10.0
33.0,73.0,0.0,0.0,7.0,2.0,325.0,30.0,1.0,5.0
0.0,326.0,1.0,0.0,6.0,0.0,430.0,94.0,3.0,5.0
41.0,424.0,0.0,0.0,1.0,0.0,1000.0,19.0,1.0,0.0
13.0,41.0,9.0,0.0,0.0,2.0,48.0,8.0,20.0,0.0
0.0,327.0,1.0,0.0,8.0,0.0,325.0,78.0,11.0,5.0
42.0,265.0,19.0,0.0,3.0,0.0,1275.0,19.0,3.0,0.0
1.0,163.0,16.0,0.0,15.0,2.0,155.0,42.0,14.0,15.0
11.0,355.0,19.0,0.0,25.0,2.0,72.0,30.0,28.0,25.0
0.0,326.0,14.0,0.0,6.0,0.0,580.0,46.0,1.0,5.0
9.0,702.0,17.0,0.0,16.0,0.0,270.0,2.0,5.0,15.0
11.0,563.0,1.0,0.0,18.0,0.0,205.0,1.0,23.0,15.0
0.0,770.0,1.0,0.0,10.0,2.0,250.0,19.0,13.0,10.0
25.0,531.0,15.0,0.0,16.0,0.0,300.0,56.0,16.0,15.0
9.0,735.0,0.0,0.0,19.0,0.0,305.0,104.0,16.0,15.0
43.0,772.0,5.0,1.0,22.0,2.0,220.0,8.0,9.0,20.0
5.0,488.0,1.0,0.0,24.0,0.0,240.0,8.0,16.0,20.0
1.0,273.0,22.0,0.0,16.0,0.0,325.0,10.0,10.0,15.0
6.0,28.0,13.0,0.0,0.0,2.0,78.0,35.0,43.0,0.0
2.0,578.0,1.0,0.0,14.0,2.0,90.0,16.0,16.0,10.0
0.0,326.0,22.0,0.0,13.0,0.0,395.0,85.0,6.0,10.0
4.0,155.0,0.0,0.0,14.0,0.0,275.0,62.0,15.0,10.0
14.0,235.0,1.0,0.0,11.0,0.0,370.0,42.0,12.0,10.0
2.0,13.0,9.0,0.0,0.0,2.0,25.0,15.0,42.0,0.0
25.0,708.0,6.0,0.0,23.0,0.0,50.0,19.0,14.0,20.0
14.0,696.0,21.0,0.0,0.0,0.0,1450.0,19.0,1.0,0.0
0.0,440.0,1.0,0.0,8.0,0.0,710.0,74.0,8.0,5.0
0.0,141.0,1.0,0.0,7.0,0.0,560.0,24.0,2.0,5.0
2.0,150.0,6.0,0.0,0.0,2.0,40.0,46.0,39.0,0.0
20.0,655.0,0.0,0.0,5.0,0.0,520.0,1.0,2.0,5.0
29.0,410.0,9.0,0.0,2.0,0.0,750.0,100.0,4.0,0.0
25.0,503.0,5.0,0.0,2.0,0.0,370.0,95.0,2.0,0.0
18.0,331.0,5.0,0.0,10.0,2.0,160.0,51.0,8.0,10.0
15.0,560.0,9.0,0.0,21.0,0.0,140.0,100.0,26.0,20.0
0.0,327.0,14.0,0.0,9.0,0.0,550.0,30.0,7.0,5.0
12.0,154.0,2.0,0.0,8.0,0.0,425.0,47.0,2.0,5.0
24.0,596.0,0.0,0.0,23.0,0.0,1750.0,62.0,9.0,20.0
14.0,694.0,0.0,0.0,28.0,2.0,120.0,91.0,19.0,25.0
1.0,549.0,9.0,1.0,0.0,2.0,255.0,16.0,16.0,0.0
0.0,327.0,0.0,0.0,12.0,0.0,480.0,75.0,7.0,10.0
19.0,593.0,19.0,0.0,5.0,2.0,65.0,74.0,19.0,5.0
