Brand,Model,Fuel,Car Age,Trasmission,Color,Price,grouping
Audi,Q3,Benzine,1.0,Automatic,Silver,1550.0,Audi Q3 Benzine Automatic 1.0
Audi,Q3,Benzine,2.0,Automatic,Blue,1700.0,Audi Q3 Benzine Automatic 2.0
Audi,Q3,Benzine,6.0,Automatic,White,880.0,Audi Q3 Benzine Automatic 6.0
Audi,Q3,Benzine,8.0,Automatic,Gray,775.0,Audi Q3 Benzine Automatic 8.0
Audi,Q3,Benzine,9.0,Automatic,Gray,630.0,Audi Q3 Benzine Automatic 9.0
Audi,Q5,Benzine,7.0,Automatic,Blue,1700.0,Audi Q5 Benzine Automatic 7.0
Audi,Q5,Benzine,12.0,Automatic,Gray,700.0,Audi Q5 Benzine Automatic 12.0
Audi,Q5,Benzine,12.0,Automatic,Silver,800.0,Audi Q5 Benzine Automatic 12.0
Audi,Q5,Benzine,12.0,Automatic,White,700.0,Audi Q5 Benzine Automatic 12.0
Audi,Q5,Benzine,13.0,Automatic,Silver,750.0,Audi Q5 Benzine Automatic 13.0
Audi,Q7,Benzine,1.0,Automatic,Gray,3250.0,Audi Q7 Benzine Automatic 1.0
Audi,Q7,Benzine,1.0,Automatic,Silver,3200.0,Audi Q7 Benzine Automatic 1.0
Audi,Q7,Benzine,4.0,Automatic,Blue,2250.0,Audi Q7 Benzine Automatic 4.0
Audi,Q7,Benzine,4.0,Automatic,Brown,2500.0,Audi Q7 Benzine Automatic 4.0
Audi,Q7,Benzine,4.0,Automatic,Dark blue,2375.0,Audi Q7 Benzine Automatic 4.0
Audi,Q7,Benzine,7.0,Automatic,Gray,2500.0,Audi Q7 Benzine Automatic 7.0
Audi,Q7,Benzine,9.0,Automatic,Eggplant,1800.0,Audi Q7 Benzine Automatic 9.0
Audi,Q7,Benzine,11.0,Automatic,White,1500.0,Audi Q7 Benzine Automatic 11.0
Audi,Q7,Benzine,15.0,Automatic,Bronze,800.0,Audi Q7 Benzine Automatic 15.0
Audi,Q7,Benzine,15.0,Automatic,Gray,650.0,Audi Q7 Benzine Automatic 15.0
Audi,Q7,Electric,0.0,Automatic,Black,2640.0,Audi Q7 Electric Automatic 0.0
Audi,Q8,Benzine,1.0,Automatic,Black,4500.0,Audi Q8 Benzine Automatic 1.0
Audi,Q8,Benzine,1.0,Automatic,White,4750.0,Audi Q8 Benzine Automatic 1.0
BMW,116,Benzine,9.0,Automatic,Silver,480.0,BMW 116 Benzine Automatic 9.0
BMW,116,Benzine,11.0,Automatic,Red,560.0,BMW 116 Benzine Automatic 11.0
BMW,116,Benzine,13.0,Automatic,Gray,355.0,BMW 116 Benzine Automatic 13.0
BMW,116,Benzine,13.0,Automatic,White,440.0,BMW 116 Benzine Automatic 13.0
BMW,116,Benzine,14.0,Automatic,Black,360.0,BMW 116 Benzine Automatic 14.0
BMW,116,Benzine,14.0,Automatic,Silver,435.0,BMW 116 Benzine Automatic 14.0
BMW,116,Benzine,15.0,Manual,Blue,230.0,BMW 116 Benzine Manual 15.0
BMW,116,Benzine,16.0,Manual,Black,380.0,BMW 116 Benzine Manual 16.0
BMW,116,Benzine,16.0,Manual,Silver,250.0,BMW 116 Benzine Manual 16.0
BMW,116,Benzine,17.0,Manual,Black,280.0,BMW 116 Benzine Manual 17.0
BMW,116,Benzine,18.0,Manual,Silver,260.0,BMW 116 Benzine Manual 18.0
BMW,118,Benzine,3.0,Automatic,Blue,1250.0,BMW 118 Benzine Automatic 3.0
BMW,118,Benzine,6.0,Automatic,Silver,900.0,BMW 118 Benzine Automatic 6.0
BMW,118,Benzine,7.0,Automatic,Black,820.0,BMW 118 Benzine Automatic 7.0
BMW,118,Benzine,9.0,Automatic,Silver,580.0,BMW 118 Benzine Automatic 9.0
BMW,118,Benzine,9.0,Automatic,White,720.0,BMW 118 Benzine Automatic 9.0
BMW,118,Benzine,10.0,Automatic,White,530.0,BMW 118 Benzine Automatic 10.0
BMW,118,Benzine,13.0,Automatic,Black,480.0,BMW 118 Benzine Automatic 13.0
BMW,118,Benzine,22.0,Automatic,Green,260.0,BMW 118 Benzine Automatic 22.0
BMW,120,Benzine,7.0,Automatic,Black,900.0,BMW 120 Benzine Automatic 7.0
BMW,218,Benzine,2.0,Automatic,White,2200.0,BMW 218 Benzine Automatic 2.0
BMW,218 i,Benzine,2.0,Automatic,Black,1150.0,BMW 218 i Benzine Automatic 2.0
BMW,218 i,Benzine,2.0,Automatic,Gray,1500.0,BMW 218 i Benzine Automatic 2.0
BMW,218 i,Benzine,2.0,Automatic,White,1700.0,BMW 218 i Benzine Automatic 2.0
BMW,218 i,Benzine,3.0,Automatic,White,1250.0,BMW 218 i Benzine Automatic 3.0
BMW,218 i,Benzine,7.0,Automatic,Gray,715.0,BMW 218 i Benzine Automatic 7.0
BMW,220,Benzine,15.0,Automatic,Silver,350.0,BMW 220 Benzine Automatic 15.0
BMW,3 Series,Benzine,36.0,Manual,Red,98.0,BMW 3 Series Benzine Manual 36.0
BMW,316,Benzine,8.0,Automatic,Black,717.534,BMW 316 Benzine Automatic 8.0
BMW,316,Benzine,8.0,Automatic,Gray,670.0,BMW 316 Benzine Automatic 8.0
BMW,316,Benzine,8.0,Automatic,Silver,624.5,BMW 316 Benzine Automatic 8.0
BMW,316,Benzine,8.0,Automatic,White,550.0,BMW 316 Benzine Automatic 8.0
BMW,316,Benzine,9.0,Automatic,Brown,470.0,BMW 316 Benzine Automatic 9.0
BMW,316,Benzine,9.0,Automatic,Mocha,600.0,BMW 316 Benzine Automatic 9.0
BMW,316,Benzine,9.0,Automatic,White,575.0,BMW 316 Benzine Automatic 9.0
BMW,316,Benzine,10.0,Automatic,Black,2600.0,BMW 316 Benzine Automatic 10.0
BMW,316,Benzine,11.0,Automatic,Black,400.0,BMW 316 Benzine Automatic 11.0
BMW,316,Benzine,12.0,Automatic,Black,500.0,BMW 316 Benzine Automatic 12.0
BMW,316,Benzine,12.0,Automatic,Dark blue,420.0,BMW 316 Benzine Automatic 12.0
BMW,316,Benzine,12.0,Automatic,Gray,500.0,BMW 316 Benzine Automatic 12.0
BMW,316,Benzine,12.0,Automatic,Silver,520.0,BMW 316 Benzine Automatic 12.0
BMW,316,Benzine,13.0,Automatic,Mocha,550.0,BMW 316 Benzine Automatic 13.0
BMW,316,Benzine,13.0,Automatic,Silver,600.0,BMW 316 Benzine Automatic 13.0
BMW,316,Benzine,13.0,Manual,Black,680.0,BMW 316 Benzine Manual 13.0
BMW,316,Benzine,15.0,Manual,Black,385.0,BMW 316 Benzine Manual 15.0
BMW,316,Benzine,15.0,Manual,Gray,370.0,BMW 316 Benzine Manual 15.0
BMW,316,Benzine,15.0,Manual,Light grey,370.0,BMW 316 Benzine Manual 15.0
BMW,316,Benzine,15.0,Manual,Silver,370.0,BMW 316 Benzine Manual 15.0
BMW,316,Benzine,16.0,Manual,Gray,450.0,BMW 316 Benzine Manual 16.0
BMW,316,Benzine,16.0,Manual,Silver,370.0,BMW 316 Benzine Manual 16.0
BMW,316,Benzine,17.0,Manual,Black,375.0,BMW 316 Benzine Manual 17.0
BMW,316,Benzine,17.0,Manual,Petroleum,320.0,BMW 316 Benzine Manual 17.0
BMW,316,Benzine,17.0,Manual,Silver,365.0,BMW 316 Benzine Manual 17.0
BMW,316,Benzine,19.0,Manual,Red,350.0,BMW 316 Benzine Manual 19.0
BMW,316,Benzine,22.0,Manual,Black,490.0,BMW 316 Benzine Manual 22.0
BMW,316,Benzine,23.0,Manual,Petroleum,365.0,BMW 316 Benzine Manual 23.0
BMW,316,Benzine,26.0,Automatic,Dark green,180.0,BMW 316 Benzine Automatic 26.0
BMW,316,Benzine,27.0,Automatic,Black,200.0,BMW 316 Benzine Automatic 27.0
BMW,316,Benzine,27.0,Automatic,Dark green,220.0,BMW 316 Benzine Automatic 27.0
BMW,316,Benzine,27.0,Automatic,Silver,220.0,BMW 316 Benzine Automatic 27.0
BMW,316,Benzine,28.0,Manual,Black,170.0,BMW 316 Benzine Manual 28.0
BMW,316,Benzine,29.0,Manual,Green,290.0,BMW 316 Benzine Manual 29.0
BMW,316,Benzine,30.0,Manual,Dark blue,170.0,BMW 316 Benzine Manual 30.0
BMW,316,Benzine,30.0,Manual,Green,150.0,BMW 316 Benzine Manual 30.0
BMW,316,Benzine,31.0,Automatic,Light grey,150.0,BMW 316 Benzine Automatic 31.0
BMW,316,Benzine,31.0,Automatic,Red,155.0,BMW 316 Benzine Automatic 31.0
BMW,316,Benzine,31.0,Manual,Green,180.0,BMW 316 Benzine Manual 31.0
BMW,316,Benzine,31.0,Manual,Red,170.0,BMW 316 Benzine Manual 31.0
BMW,316,Benzine,32.0,Automatic,Green,165.0,BMW 316 Benzine Automatic 32.0
BMW,316,Benzine,32.0,Manual,Red,150.0,BMW 316 Benzine Manual 32.0
BMW,316,Benzine,36.0,Manual,Dark red,135.0,BMW 316 Benzine Manual 36.0
BMW,318,Benzine,4.0,Automatic,Blue,1081.6666666666667,BMW 318 Benzine Automatic 4.0
BMW,318,Benzine,4.0,Automatic,Dark blue,1400.0,BMW 318 Benzine Automatic 4.0
BMW,318,Benzine,4.0,Automatic,White,1250.0,BMW 318 Benzine Automatic 4.0
BMW,318,Benzine,5.0,Automatic,Black,950.0,BMW 318 Benzine Automatic 5.0
BMW,318,Benzine,5.0,Automatic,Dark blue,808.3333333333334,BMW 318 Benzine Automatic 5.0
BMW,318,Benzine,5.0,Automatic,Gray,1111.6666666666667,BMW 318 Benzine Automatic 5.0
BMW,318,Benzine,5.0,Automatic,Silver,1000.0,BMW 318 Benzine Automatic 5.0
BMW,318,Benzine,5.0,Automatic,White,936.25,BMW 318 Benzine Automatic 5.0
BMW,318,Benzine,6.0,Automatic,Black,823.75,BMW 318 Benzine Automatic 6.0
BMW,318,Benzine,6.0,Automatic,Blue,1050.0,BMW 318 Benzine Automatic 6.0
BMW,318,Benzine,6.0,Automatic,Brown,900.0,BMW 318 Benzine Automatic 6.0
BMW,318,Benzine,6.0,Automatic,Dark blue,840.0,BMW 318 Benzine Automatic 6.0
BMW,318,Benzine,6.0,Automatic,Silver,820.0,BMW 318 Benzine Automatic 6.0
BMW,318,Benzine,6.0,Automatic,White,840.0,BMW 318 Benzine Automatic 6.0
BMW,318,Benzine,7.0,Automatic,Black,745.0,BMW 318 Benzine Automatic 7.0
BMW,318,Benzine,7.0,Automatic,Champagne,850.0,BMW 318 Benzine Automatic 7.0
BMW,318,Benzine,7.0,Automatic,Light grey,750.0,BMW 318 Benzine Automatic 7.0
BMW,318,Benzine,7.0,Automatic,Silver,905.0,BMW 318 Benzine Automatic 7.0
BMW,318,Benzine,7.0,Automatic,White,700.0,BMW 318 Benzine Automatic 7.0
BMW,318,Benzine,11.0,Automatic,Silver,575.0,BMW 318 Benzine Automatic 11.0
BMW,318,Benzine,12.0,Automatic,Black,555.0,BMW 318 Benzine Automatic 12.0
BMW,318,Benzine,12.0,Automatic,Light grey,560.0,BMW 318 Benzine Automatic 12.0
BMW,318,Benzine,12.0,Automatic,Silver,502.5,BMW 318 Benzine Automatic 12.0
BMW,318,Benzine,13.0,Automatic,Black,535.0,BMW 318 Benzine Automatic 13.0
BMW,318,Benzine,13.0,Automatic,Gold,450.0,BMW 318 Benzine Automatic 13.0
BMW,318,Benzine,13.0,Automatic,Gray,440.0,BMW 318 Benzine Automatic 13.0
BMW,318,Benzine,13.0,Automatic,Light grey,520.0,BMW 318 Benzine Automatic 13.0
BMW,318,Benzine,13.0,Automatic,Silver,450.0,BMW 318 Benzine Automatic 13.0
BMW,318,Benzine,14.0,Automatic,Black,455.0,BMW 318 Benzine Automatic 14.0
BMW,318,Benzine,18.0,Automatic,Dark blue,350.0,BMW 318 Benzine Automatic 18.0
BMW,318,Benzine,18.0,Automatic,Gray,360.0,BMW 318 Benzine Automatic 18.0
BMW,318,Benzine,18.0,Automatic,Light grey,310.0,BMW 318 Benzine Automatic 18.0
BMW,318,Benzine,19.0,Automatic,Dark blue,340.0,BMW 318 Benzine Automatic 19.0
BMW,318,Benzine,21.0,Automatic,Black,280.0,BMW 318 Benzine Automatic 21.0
BMW,318,Benzine,21.0,Automatic,Light grey,250.0,BMW 318 Benzine Automatic 21.0
BMW,318,Benzine,22.0,Automatic,Cyan,250.0,BMW 318 Benzine Automatic 22.0
BMW,318,Benzine,22.0,Automatic,Dark blue,285.0,BMW 318 Benzine Automatic 22.0
BMW,318,Benzine,22.0,Automatic,Gray,155.0,BMW 318 Benzine Automatic 22.0
BMW,318,Benzine,26.0,Automatic,White,230.0,BMW 318 Benzine Automatic 26.0
BMW,318,Benzine,27.0,Manual,Eggplant,195.0,BMW 318 Benzine Manual 27.0
BMW,318,Benzine,30.0,Automatic,Green,185.0,BMW 318 Benzine Automatic 30.0
BMW,318,Benzine,31.0,Automatic,Dark blue,140.0,BMW 318 Benzine Automatic 31.0
BMW,318,Benzine,31.0,Manual,Blue,140.0,BMW 318 Benzine Manual 31.0
BMW,318,Benzine,43.0,Manual,Black,52.0,BMW 318 Benzine Manual 43.0
BMW,318,Natural Gas,7.0,Automatic,Blue,970.0,BMW 318 Natural Gas Automatic 7.0
BMW,320,Benzine,0.0,Automatic,Gray,2450.0,BMW 320 Benzine Automatic 0.0
BMW,320,Benzine,0.0,Automatic,White,2350.0,BMW 320 Benzine Automatic 0.0
BMW,320,Benzine,3.0,Automatic,Black,1690.0,BMW 320 Benzine Automatic 3.0
BMW,320,Benzine,4.0,Automatic,Dark blue,1235.0,BMW 320 Benzine Automatic 4.0
BMW,320,Benzine,4.0,Automatic,White,1415.0,BMW 320 Benzine Automatic 4.0
BMW,320,Benzine,5.0,Automatic,Black,1150.0,BMW 320 Benzine Automatic 5.0
BMW,320,Benzine,5.0,Automatic,Blue,1250.0,BMW 320 Benzine Automatic 5.0
BMW,320,Benzine,5.0,Automatic,Brown,1200.0,BMW 320 Benzine Automatic 5.0
BMW,320,Benzine,5.0,Automatic,White,1450.0,BMW 320 Benzine Automatic 5.0
BMW,320,Benzine,7.0,Automatic,Black,935.0,BMW 320 Benzine Automatic 7.0
BMW,320,Benzine,7.0,Automatic,Brown,1000.0,BMW 320 Benzine Automatic 7.0
BMW,320,Benzine,7.0,Automatic,Dark blue,900.0,BMW 320 Benzine Automatic 7.0
BMW,320,Benzine,7.0,Automatic,Dark red,1000.0,BMW 320 Benzine Automatic 7.0
BMW,320,Benzine,7.0,Automatic,Gray,830.0,BMW 320 Benzine Automatic 7.0
BMW,320,Benzine,7.0,Automatic,Silver,1120.0,BMW 320 Benzine Automatic 7.0
BMW,320,Benzine,8.0,Automatic,Black,827.5,BMW 320 Benzine Automatic 8.0
BMW,320,Benzine,8.0,Automatic,Blue,875.0,BMW 320 Benzine Automatic 8.0
BMW,320,Benzine,8.0,Automatic,Dark blue,870.0,BMW 320 Benzine Automatic 8.0
BMW,320,Benzine,8.0,Automatic,Gray,850.0,BMW 320 Benzine Automatic 8.0
BMW,320,Benzine,8.0,Automatic,Light grey,820.0,BMW 320 Benzine Automatic 8.0
BMW,320,Benzine,8.0,Automatic,Petroleum,875.0,BMW 320 Benzine Automatic 8.0
BMW,320,Benzine,8.0,Automatic,White,1000.0,BMW 320 Benzine Automatic 8.0
BMW,320,Benzine,9.0,Automatic,Black,600.0,BMW 320 Benzine Automatic 9.0
BMW,320,Benzine,9.0,Automatic,Dark blue,800.0,BMW 320 Benzine Automatic 9.0
BMW,320,Benzine,9.0,Automatic,Light grey,800.0,BMW 320 Benzine Automatic 9.0
BMW,320,Benzine,9.0,Automatic,Silver,790.0,BMW 320 Benzine Automatic 9.0
BMW,320,Benzine,10.0,Automatic,Black,698.0,BMW 320 Benzine Automatic 10.0
BMW,320,Benzine,10.0,Automatic,Brown,800.0,BMW 320 Benzine Automatic 10.0
BMW,320,Benzine,10.0,Automatic,Dark blue,770.0,BMW 320 Benzine Automatic 10.0
BMW,320,Benzine,10.0,Automatic,Red,659.3333333333334,BMW 320 Benzine Automatic 10.0
BMW,320,Benzine,12.0,Automatic,Black,520.0,BMW 320 Benzine Automatic 12.0
BMW,320,Benzine,12.0,Automatic,Dark blue,500.0,BMW 320 Benzine Automatic 12.0
BMW,320,Benzine,12.0,Automatic,Silver,550.0,BMW 320 Benzine Automatic 12.0
BMW,320,Benzine,13.0,Automatic,Black,470.0,BMW 320 Benzine Automatic 13.0
BMW,320,Benzine,13.0,Automatic,Light grey,530.0,BMW 320 Benzine Automatic 13.0
BMW,320,Benzine,13.0,Automatic,Silver,500.0,BMW 320 Benzine Automatic 13.0
BMW,320,Benzine,14.0,Automatic,Black,487.5,BMW 320 Benzine Automatic 14.0
BMW,320,Benzine,14.0,Automatic,Silver,447.5,BMW 320 Benzine Automatic 14.0
BMW,320,Benzine,15.0,Automatic,Black,420.0,BMW 320 Benzine Automatic 15.0
BMW,320,Benzine,15.0,Automatic,Gray,440.0,BMW 320 Benzine Automatic 15.0
BMW,320,Benzine,15.0,Automatic,Silver,435.0,BMW 320 Benzine Automatic 15.0
BMW,320,Benzine,16.0,Automatic,Black,392.5,BMW 320 Benzine Automatic 16.0
BMW,320,Benzine,17.0,Automatic,Black,350.0,BMW 320 Benzine Automatic 17.0
BMW,320,Benzine,17.0,Automatic,Blue,320.0,BMW 320 Benzine Automatic 17.0
BMW,320,Benzine,22.0,Automatic,Silver,260.0,BMW 320 Benzine Automatic 22.0
BMW,323,Benzine,15.0,Automatic,Silver,520.0,BMW 323 Benzine Automatic 15.0
BMW,323,Benzine,32.0,Manual,Red,150.0,BMW 323 Benzine Manual 32.0
BMW,325,Benzine,22.0,Automatic,Gray,570.0,BMW 325 Benzine Automatic 22.0
BMW,325,Benzine,29.0,Automatic,Dark blue,250.0,BMW 325 Benzine Automatic 29.0
BMW,328,Benzine,9.0,Automatic,Black,820.0,BMW 328 Benzine Automatic 9.0
BMW,328,Benzine,10.0,Automatic,Red,700.0,BMW 328 Benzine Automatic 10.0
BMW,330,Benzine,0.0,Automatic,Black,2950.0,BMW 330 Benzine Automatic 0.0
BMW,330,Benzine,0.0,Automatic,Blue,2900.0,BMW 330 Benzine Automatic 0.0
BMW,330,Benzine,6.0,Automatic,Black,1700.0,BMW 330 Benzine Automatic 6.0
BMW,330,Benzine,7.0,Automatic,Gray,950.0,BMW 330 Benzine Automatic 7.0
BMW,340,Benzine,4.0,Automatic,Silver,2200.0,BMW 340 Benzine Automatic 4.0
BMW,340,Benzine,5.0,Automatic,Silver,2200.0,BMW 340 Benzine Automatic 5.0
BMW,340,Benzine,6.0,Automatic,Black,1550.0,BMW 340 Benzine Automatic 6.0
BMW,4 Series,Electric,0.0,Automatic,Black,2100.0,BMW 4 Series Electric Automatic 0.0
BMW,4 Series,Electric,0.0,Automatic,Dark green,2300.0,BMW 4 Series Electric Automatic 0.0
BMW,4 Series,Electric,0.0,Automatic,White,2350.0,BMW 4 Series Electric Automatic 0.0
BMW,418,Benzine,3.0,Automatic,Dark blue,1700.0,BMW 418 Benzine Automatic 3.0
BMW,418,Benzine,7.0,Automatic,White,900.0,BMW 418 Benzine Automatic 7.0
BMW,420,Benzine,0.0,Automatic,Blue,3200.0,BMW 420 Benzine Automatic 0.0
BMW,430,Benzine,0.0,Automatic,Light grey,3650.0,BMW 430 Benzine Automatic 0.0
BMW,430,Benzine,0.0,Automatic,Red,3250.0,BMW 430 Benzine Automatic 0.0
BMW,518,Benzine,30.0,Manual,White,160.0,BMW 518 Benzine Manual 30.0
BMW,518,Benzine,39.0,Manual,Black,70.0,BMW 518 Benzine Manual 39.0
BMW,518,Benzine,42.0,Manual,Black,35.0,BMW 518 Benzine Manual 42.0
BMW,520,Benzine,2.0,Automatic,Black,2200.0,BMW 520 Benzine Automatic 2.0
BMW,520,Benzine,2.0,Automatic,Silver,2250.0,BMW 520 Benzine Automatic 2.0
BMW,520,Benzine,3.0,Automatic,Black,2200.0,BMW 520 Benzine Automatic 3.0
BMW,520,Benzine,4.0,Automatic,Blue,1900.0,BMW 520 Benzine Automatic 4.0
BMW,520,Benzine,4.0,Automatic,Dark blue,1850.0,BMW 520 Benzine Automatic 4.0
BMW,520,Benzine,4.0,Automatic,Gray,2600.0,BMW 520 Benzine Automatic 4.0
BMW,520,Benzine,4.0,Automatic,White,1800.0,BMW 520 Benzine Automatic 4.0
BMW,520,Benzine,5.0,Automatic,Dark blue,1650.0,BMW 520 Benzine Automatic 5.0
BMW,520,Benzine,6.0,Automatic,Brown,1550.0,BMW 520 Benzine Automatic 6.0
BMW,520,Benzine,6.0,Automatic,White,1450.0,BMW 520 Benzine Automatic 6.0
BMW,520,Benzine,7.0,Automatic,Black,993.3333333333334,BMW 520 Benzine Automatic 7.0
BMW,520,Benzine,7.0,Automatic,Silver,1200.0,BMW 520 Benzine Automatic 7.0
BMW,520,Benzine,8.0,Automatic,Blue,880.0,BMW 520 Benzine Automatic 8.0
BMW,520,Benzine,8.0,Automatic,Mocha,1050.0,BMW 520 Benzine Automatic 8.0
BMW,520,Benzine,8.0,Automatic,Silver,1050.0,BMW 520 Benzine Automatic 8.0
BMW,520,Benzine,9.0,Automatic,Black,1000.0,BMW 520 Benzine Automatic 9.0
BMW,520,Benzine,15.0,Automatic,Black,665.0,BMW 520 Benzine Automatic 15.0
BMW,520,Benzine,17.0,Automatic,Black,535.0,BMW 520 Benzine Automatic 17.0
BMW,520,Benzine,18.0,Automatic,Dark blue,550.0,BMW 520 Benzine Automatic 18.0
BMW,520,Benzine,19.0,Automatic,Silver,400.0,BMW 520 Benzine Automatic 19.0
BMW,520,Benzine,21.0,Automatic,Gray,270.0,BMW 520 Benzine Automatic 21.0
BMW,520,Benzine,25.0,Automatic,Silver,230.0,BMW 520 Benzine Automatic 25.0
BMW,520,Benzine,32.0,Automatic,Black,150.0,BMW 520 Benzine Automatic 32.0
BMW,520,Benzine,32.0,Manual,White,125.0,BMW 520 Benzine Manual 32.0
BMW,520,Benzine,38.0,Manual,Gold,76.0,BMW 520 Benzine Manual 38.0
BMW,520,Benzine,40.0,Automatic,Silver,79.0,BMW 520 Benzine Automatic 40.0
BMW,520,Benzine,40.0,Manual,Olive,40.0,BMW 520 Benzine Manual 40.0
BMW,520,Benzine,43.0,Automatic,Black,75.0,BMW 520 Benzine Automatic 43.0
BMW,520,Benzine,48.0,Manual,Red,25.0,BMW 520 Benzine Manual 48.0
BMW,523,Benzine,11.0,Automatic,Silver,900.0,BMW 523 Benzine Automatic 11.0
